epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,11420.7,1.36524,0.71805,1.06746,0.84244,0.62233,0.68468,0.38204,1.40135,0.68032,0.97502,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,11635.1,1.36433,0.71651,1.06656,0.84252,0.62292,0.68522,0.38258,1.40018,0.67964,0.97455,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,11851.2,1.36527,0.71725,1.06504,0.84319,0.62286,0.68549,0.38278,1.39962,0.67911,0.97405,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,12075.1,1.36891,0.71885,1.06493,0.84367,0.62252,0.68578,0.38307,1.3988,0.67864,0.97364,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,13076.2,1.35969,0.71374,1.06255,0.84336,0.62354,0.68627,0.38345,1.39801,0.67822,0.97318,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,13390.9,1.36315,0.71581,1.06094,0.84376,0.62366,0.68652,0.38374,1.39725,0.67762,0.97275,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,13601.5,1.35945,0.71255,1.06132,0.84375,0.62396,0.68664,0.38391,1.39653,0.67726,0.9723,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,13812.7,1.35768,0.71096,1.05923,0.84357,0.62437,0.68707,0.38424,1.39573,0.67693,0.97178,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,14028.2,1.35929,0.71134,1.05774,0.84301,0.6253,0.68744,0.38457,1.39487,0.67646,0.97138,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,14239.5,1.358,0.7113,1.05634,0.84388,0.62542,0.68773,0.38474,1.39417,0.67597,0.97092,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,14450.4,1.3532,0.70816,1.05607,0.84257,0.62646,0.68801,0.38504,1.39355,0.67545,0.97047,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,14661.4,1.35131,0.70707,1.05402,0.84278,0.62668,0.68828,0.38478,1.39318,0.67523,0.97017,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,14872.1,1.35054,0.70632,1.05334,0.84263,0.62719,0.68854,0.38488,1.39288,0.67481,0.96972,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,15450.4,1.35179,0.70712,1.0525,0.84386,0.62726,0.68983,0.38558,1.39217,0.6741,0.96926,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,15671.3,1.35332,0.70705,1.05332,0.84416,0.62743,0.69011,0.38568,1.39151,0.67354,0.96881,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,15972.5,1.34919,0.70437,1.0517,0.84455,0.62779,0.69026,0.38602,1.3908,0.67302,0.96833,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,16187.6,1.34321,0.7019,1.04947,0.84497,0.62799,0.69071,0.38598,1.39011,0.67256,0.96787,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,16410.1,1.34544,0.70476,1.05184,0.84565,0.62801,0.6911,0.38628,1.3897,0.6722,0.96759,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,16625.5,1.3421,0.7014,1.05026,0.84555,0.62841,0.69143,0.3865,1.38917,0.67161,0.96721,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,16962.5,1.34163,0.69993,1.04709,0.846,0.62849,0.69172,0.38693,1.38862,0.67123,0.96685,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,17178.3,1.34044,0.70059,1.04684,0.84676,0.62856,0.692,0.38715,1.38789,0.67066,0.96639,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,17393.5,1.34138,0.69908,1.04628,0.84696,0.62885,0.69249,0.38746,1.38701,0.67015,0.96588,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,17609.1,1.33828,0.69898,1.04656,0.84675,0.62886,0.69282,0.3876,1.38685,0.66983,0.96561,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,17826.6,1.34238,0.70116,1.04707,0.84762,0.62919,0.69337,0.38783,1.38629,0.66922,0.96527,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,18058.1,1.33474,0.69711,1.04626,0.84718,0.62971,0.69376,0.38806,1.3857,0.66888,0.96486,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,18273.5,1.33433,0.69644,1.04561,0.84742,0.63022,0.69399,0.38849,1.38505,0.66821,0.96447,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,18491.9,1.33527,0.69731,1.04298,0.84599,0.63114,0.69416,0.38865,1.38482,0.66776,0.96406,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,19540.2,1.33267,0.69633,1.04395,0.84681,0.63108,0.69453,0.38891,1.38414,0.66727,0.96364,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,19759.5,1.33071,0.69529,1.04277,0.84656,0.63115,0.69464,0.38906,1.38358,0.66669,0.96324,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,19974.4,1.33605,0.69814,1.04386,0.84685,0.63146,0.69502,0.38934,1.38289,0.66631,0.9628,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,20189.9,1.32581,0.69244,1.03934,0.84709,0.63173,0.69539,0.38961,1.3821,0.66571,0.9623,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,20405.1,1.33088,0.6945,1.04281,0.84707,0.63215,0.69564,0.38985,1.38173,0.66521,0.9619,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,20620.3,1.32455,0.69276,1.03978,0.84763,0.6324,0.69605,0.39026,1.38116,0.66448,0.96143,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,20836.2,1.32862,0.69365,1.03929,0.84679,0.63315,0.69637,0.39051,1.38036,0.66406,0.96096,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,21051.8,1.32226,0.69154,1.03746,0.84808,0.63312,0.69663,0.39084,1.37961,0.66336,0.96049,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,21278,1.32605,0.6941,1.03897,0.84831,0.63327,0.69695,0.39136,1.37895,0.66282,0.96004,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,21492.9,1.3225,0.69087,1.03711,0.84841,0.63356,0.69737,0.39158,1.37851,0.66213,0.95963,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,21724.5,1.32399,0.69006,1.03665,0.84826,0.63362,0.69746,0.39207,1.37752,0.66171,0.95923,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,21943.3,1.31811,0.69021,1.03774,0.84913,0.63343,0.69779,0.39233,1.37685,0.6611,0.95885,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,22158.4,1.32275,0.68923,1.03589,0.84985,0.63344,0.69808,0.39309,1.37617,0.66068,0.95847,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,22392.9,1.32145,0.6889,1.03666,0.85024,0.63361,0.69838,0.39334,1.37554,0.66015,0.95809,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,22607.7,1.31877,0.68903,1.03255,0.85017,0.63401,0.69872,0.39368,1.3742,0.6594,0.95766,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,22823.1,1.31747,0.68635,1.03321,0.85016,0.63436,0.69884,0.39388,1.37351,0.65895,0.95726,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,23038.4,1.31677,0.68736,1.03297,0.85066,0.63482,0.69902,0.3941,1.37302,0.65851,0.95689,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,23261.3,1.31741,0.68776,1.03375,0.85158,0.63452,0.69915,0.39434,1.37268,0.65808,0.9566,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,23476.6,1.31489,0.68585,1.03189,0.85102,0.63486,0.69943,0.39426,1.3721,0.65749,0.95623,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,23692.1,1.32002,0.68756,1.03246,0.85098,0.63488,0.69949,0.39448,1.37147,0.65715,0.95586,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,23907,1.30889,0.68296,1.02965,0.85026,0.63534,0.69955,0.39456,1.37096,0.65662,0.95547,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,24122.5,1.31511,0.68678,1.03169,0.85093,0.63555,0.70006,0.39478,1.37029,0.6561,0.95514,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,24338.1,1.31624,0.68537,1.03131,0.85147,0.63522,0.70005,0.39485,1.37003,0.65567,0.95481,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,24562.2,1.31124,0.68409,1.03011,0.85058,0.63579,0.7003,0.39506,1.36936,0.65519,0.95442,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,26301.4,1.31289,0.68388,1.02952,0.85077,0.63635,0.70063,0.39522,1.36866,0.65476,0.95409,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,26516.3,1.31145,0.68252,1.02907,0.85038,0.63691,0.70092,0.39539,1.36798,0.65421,0.95364,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,26730.9,1.30877,0.68118,1.02833,0.84943,0.63746,0.70114,0.39591,1.36712,0.65388,0.95326,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,26951.2,1.30827,0.68228,1.02801,0.85072,0.63738,0.70158,0.39627,1.36627,0.65322,0.9528,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,27166.7,1.30868,0.68297,1.02761,0.85022,0.63771,0.70186,0.39634,1.36596,0.65281,0.9525,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,27381.6,1.30968,0.6813,1.02758,0.84996,0.63842,0.70214,0.39669,1.36449,0.65215,0.95202,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,27621.5,1.30789,0.67999,1.02731,0.84988,0.63885,0.70236,0.39692,1.36355,0.65164,0.95159,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,28372,1.3062,0.67998,1.02617,0.85021,0.6389,0.70267,0.39734,1.3623,0.6511,0.95113,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,28587.1,1.30444,0.68074,1.0261,0.84982,0.63982,0.70403,0.39777,1.36112,0.65051,0.95065,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,28816.8,1.30342,0.67912,1.02652,0.85024,0.64002,0.70441,0.39827,1.36006,0.64991,0.95024,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,29119.1,1.30979,0.6817,1.02476,0.85039,0.64045,0.70478,0.39849,1.35958,0.64968,0.94982,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,29345.7,1.30194,0.67802,1.02483,0.85032,0.64058,0.70499,0.39862,1.3592,0.64927,0.94954,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,29560.8,1.30696,0.68073,1.0254,0.85023,0.64096,0.70524,0.39907,1.35783,0.64874,0.94911,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,29776,1.30291,0.67762,1.02431,0.84954,0.64161,0.70545,0.39946,1.35637,0.64824,0.94857,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,29992.1,1.30109,0.6776,1.02333,0.84916,0.6422,0.70548,0.39956,1.3555,0.64773,0.94816,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,30207.6,1.30377,0.68009,1.0247,0.84919,0.6423,0.70577,0.3999,1.35429,0.64736,0.94772,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,30423.6,1.30751,0.67923,1.02491,0.8502,0.64207,0.70609,0.4002,1.35338,0.64695,0.94737,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,30639,1.29985,0.67651,1.02203,0.8497,0.64269,0.70633,0.40034,1.35283,0.64668,0.94714,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,30854.3,1.29912,0.67486,1.02276,0.84998,0.64267,0.70654,0.40059,1.35197,0.64613,0.94681,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,31069.5,1.29464,0.67423,1.02077,0.85091,0.64238,0.70675,0.401,1.35067,0.64565,0.94636,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,31285.1,1.30359,0.67775,1.02151,0.85052,0.64328,0.70703,0.40117,1.35013,0.64533,0.94605,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,31500.4,1.29736,0.67573,1.02061,0.85052,0.64361,0.70722,0.40159,1.34951,0.64479,0.9458,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,31733.9,1.29251,0.67136,1.01975,0.85034,0.64394,0.70756,0.40192,1.34856,0.64439,0.94545,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,31949.4,1.29803,0.67488,1.02066,0.84968,0.64422,0.70769,0.40207,1.34809,0.64395,0.94521,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,32164.5,1.29741,0.67445,1.02136,0.85088,0.64398,0.70791,0.40202,1.34821,0.64366,0.94506,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,32380.4,1.29636,0.6735,1.01981,0.85092,0.64417,0.70821,0.40235,1.34749,0.64331,0.94479,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,32702.2,1.29742,0.67503,1.01894,0.85105,0.64494,0.70852,0.4026,1.34694,0.64306,0.94452,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,32917.3,1.29811,0.67387,1.02082,0.85132,0.64503,0.70882,0.40295,1.34581,0.64245,0.94425,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,33136.7,1.29947,0.67646,1.01998,0.85153,0.64518,0.70893,0.40319,1.34517,0.64204,0.94398,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,33352.2,1.29174,0.67147,1.018,0.85121,0.64545,0.70905,0.40328,1.34477,0.6418,0.9437,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,33633.7,1.29214,0.67107,1.01738,0.85108,0.6455,0.70913,0.40335,1.34468,0.64148,0.9435,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,34681,1.29072,0.67074,1.01626,0.8515,0.64557,0.70928,0.40334,1.34445,0.64118,0.94334,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,34896.4,1.29004,0.67039,1.01711,0.85242,0.64512,0.70946,0.40365,1.34342,0.64077,0.94299,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,35111.8,1.29289,0.67224,1.01687,0.85251,0.64525,0.70959,0.40383,1.34271,0.64048,0.94276,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,35326.9,1.28769,0.66967,1.01709,0.85256,0.64516,0.70956,0.40404,1.342,0.6401,0.94251,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,35542.5,1.28915,0.66906,1.01533,0.85232,0.64548,0.70968,0.40416,1.34166,0.63972,0.94227,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,35760.9,1.29677,0.6739,1.01763,0.85224,0.64587,0.70985,0.40436,1.34101,0.6395,0.94205,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,35976,1.29344,0.67115,1.01604,0.852,0.64607,0.70985,0.4046,1.34025,0.63909,0.94176,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,36202.5,1.28974,0.67033,1.01542,0.85223,0.64628,0.71001,0.40469,1.34029,0.6389,0.94163,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,36417.8,1.2871,0.66806,1.01442,0.85278,0.64615,0.71007,0.4048,1.33981,0.63869,0.94139,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,36633.4,1.28759,0.66809,1.01452,0.85303,0.64597,0.71008,0.4048,1.33983,0.63861,0.94121,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,36880.1,1.28707,0.66803,1.01292,0.85254,0.64648,0.71021,0.40496,1.33962,0.63844,0.94093,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,37095.7,1.28371,0.66657,1.01338,0.85286,0.64636,0.71027,0.40463,1.34034,0.6382,0.94082,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,37311.1,1.28496,0.66677,1.01414,0.85281,0.64662,0.71027,0.40447,1.34117,0.63821,0.94078,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,37526.5,1.2829,0.66557,1.01141,0.85262,0.64679,0.71034,0.40428,1.34226,0.63814,0.94077,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,37741.9,1.28508,0.66612,1.01334,0.85217,0.64733,0.71041,0.40433,1.34247,0.63797,0.94061,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,37957.6,1.28824,0.66788,1.01275,0.85241,0.64747,0.71074,0.40425,1.34307,0.63784,0.94054,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,38173.3,1.28757,0.66698,1.01262,0.8525,0.64759,0.71085,0.40431,1.34284,0.63767,0.94036,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,38389,1.28769,0.66772,1.01292,0.85207,0.64807,0.71106,0.40454,1.34159,0.63734,0.93998,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,38605.3,1.28186,0.66384,1.00945,0.85221,0.64784,0.71099,0.40426,1.3416,0.63714,0.93974,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,38821,1.28193,0.66494,1.01063,0.85236,0.6478,0.71099,0.40419,1.34168,0.63705,0.93955,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,39054.7,1.28438,0.66507,1.01037,0.85231,0.64805,0.71124,0.40432,1.34118,0.63681,0.93925,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,39270.1,1.28016,0.66257,1.0098,0.85168,0.64899,0.71161,0.40461,1.34078,0.63652,0.93902,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,39625.1,1.28059,0.66497,1.00964,0.852,0.64921,0.71192,0.40483,1.33996,0.63616,0.93875,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,41271.8,1.28194,0.66613,1.00984,0.85153,0.64924,0.71193,0.40477,1.33995,0.63613,0.93853,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,41503.5,1.27934,0.66444,1.00867,0.8519,0.64925,0.71206,0.405,1.33962,0.63586,0.9383,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,41719.3,1.2798,0.66257,1.008,0.85178,0.64945,0.71207,0.40514,1.33938,0.63569,0.93813,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,41951.2,1.27841,0.66068,1.00835,0.85247,0.64926,0.71217,0.40513,1.33914,0.63533,0.93794,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,42166.4,1.27883,0.66326,1.01076,0.85236,0.64944,0.71222,0.40515,1.33957,0.63536,0.93791,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,42381.9,1.27915,0.66186,1.00807,0.85205,0.64984,0.71238,0.40502,1.34018,0.63538,0.93786,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
