epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,4094.11,1.278,0.65214,1.11014,0.91716,0.8699,0.91981,0.43721,1.69529,0.67342,1.17074,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,4196.82,1.27595,0.64932,1.10866,0.91822,0.86918,0.91987,0.43712,1.6941,0.67219,1.17031,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,4299.72,1.26902,0.64668,1.10758,0.91876,0.8696,0.92003,0.43692,1.69673,0.67187,1.17107,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,4402.32,1.27119,0.64773,1.10546,0.91849,0.86918,0.91966,0.43529,1.69971,0.67247,1.17161,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,4505.47,1.27112,0.6482,1.10362,0.91872,0.86922,0.91983,0.43593,1.69941,0.67195,1.17112,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,4608.1,1.27052,0.64674,1.10348,0.92058,0.86886,0.91999,0.43694,1.69667,0.67128,1.16998,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,4711.15,1.2628,0.64377,1.10013,0.92039,0.87053,0.92073,0.43801,1.69362,0.66986,1.16868,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,4813.92,1.26718,0.64456,1.09989,0.92066,0.87114,0.92105,0.43952,1.69053,0.66902,1.16731,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,4916.61,1.26495,0.64232,1.09927,0.92092,0.87112,0.92134,0.43988,1.68871,0.66831,1.16635,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,5020.04,1.26238,0.64145,1.0975,0.91953,0.8723,0.92129,0.43982,1.68795,0.66783,1.16557,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,5123.38,1.26262,0.64094,1.09746,0.92034,0.87281,0.92159,0.4402,1.68772,0.66729,1.16508,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,5226.38,1.2605,0.63892,1.09473,0.92129,0.87229,0.92172,0.44053,1.68616,0.66678,1.16427,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,5329.18,1.25505,0.63668,1.09378,0.92129,0.87263,0.92177,0.44121,1.68563,0.66651,1.16372,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,5431.76,1.25851,0.63781,1.09408,0.92042,0.87328,0.92157,0.44143,1.68531,0.66658,1.16314,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,5534.48,1.25587,0.63564,1.09143,0.92045,0.87412,0.92231,0.44154,1.68502,0.66614,1.16267,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,5637.56,1.25653,0.6371,1.08924,0.91941,0.87491,0.92247,0.44177,1.68431,0.66579,1.16205,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,5740.61,1.25359,0.63488,1.08938,0.92016,0.87519,0.92281,0.44218,1.68356,0.66551,1.1614,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,5843.61,1.24969,0.63217,1.08529,0.92068,0.87524,0.92304,0.44203,1.68362,0.66567,1.16095,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,5946.62,1.25644,0.63523,1.09077,0.9216,0.87444,0.92291,0.44196,1.6828,0.66577,1.16028,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,6049.35,1.25302,0.63323,1.08884,0.92122,0.87421,0.92298,0.44197,1.68295,0.66582,1.15999,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,6152.43,1.25069,0.63208,1.0867,0.92079,0.87453,0.92338,0.44203,1.68318,0.66564,1.15969,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,6255.57,1.24876,0.63185,1.08529,0.92112,0.87421,0.92304,0.44242,1.68242,0.66516,1.15912,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,6358.37,1.24782,0.63024,1.08351,0.92174,0.8745,0.92361,0.44248,1.68191,0.66472,1.15864,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,6461.18,1.24833,0.62989,1.08752,0.92298,0.87412,0.92397,0.44312,1.68047,0.66424,1.15799,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,6564.12,1.2517,0.62896,1.08392,0.92221,0.87486,0.92407,0.44354,1.67977,0.66399,1.15733,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,6667.12,1.24537,0.62857,1.08041,0.92262,0.87481,0.92423,0.44375,1.67942,0.66397,1.15677,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,6769.83,1.2434,0.62779,1.08227,0.92262,0.8756,0.92443,0.44384,1.67888,0.66362,1.15627,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,6872.96,1.24685,0.62839,1.08124,0.92181,0.87644,0.92421,0.44405,1.67834,0.66322,1.15563,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,6976.35,1.24547,0.62717,1.08113,0.92073,0.8764,0.92406,0.44414,1.67909,0.66325,1.15547,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,7079.43,1.24093,0.62607,1.07996,0.9212,0.87669,0.92445,0.44421,1.6785,0.66302,1.15481,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,7182.06,1.24113,0.62718,1.08098,0.92143,0.877,0.92465,0.4446,1.67767,0.66262,1.15414,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,7285.07,1.24828,0.62861,1.08057,0.92157,0.8773,0.9248,0.4448,1.67764,0.66256,1.1537,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,7388.38,1.24211,0.62503,1.07901,0.92172,0.87737,0.92515,0.44524,1.67626,0.66197,1.15274,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,7490.89,1.23078,0.62057,1.07708,0.92138,0.87774,0.92523,0.44524,1.67555,0.66189,1.15207,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,7593.68,1.23732,0.62261,1.07605,0.92158,0.87741,0.92495,0.44539,1.675,0.66191,1.15141,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,7696.73,1.24054,0.62373,1.07448,0.92099,0.87738,0.92527,0.44594,1.67429,0.66145,1.15056,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,7800.03,1.23872,0.62311,1.07561,0.92197,0.87666,0.92514,0.44613,1.67411,0.66127,1.15006,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,7902.6,1.23832,0.6227,1.07632,0.9227,0.87679,0.92519,0.44589,1.67346,0.66107,1.1495,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,8005.37,1.22979,0.61943,1.07238,0.92227,0.87647,0.9245,0.44531,1.67395,0.6612,1.14921,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,8108.56,1.2335,0.61922,1.07286,0.92274,0.87654,0.92514,0.44559,1.67358,0.66117,1.14855,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,8211.47,1.23264,0.62111,1.07275,0.92291,0.87665,0.92514,0.44606,1.67297,0.66094,1.14797,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,8314.36,1.23265,0.6183,1.07046,0.92241,0.87774,0.92516,0.4464,1.67195,0.66108,1.14713,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,8417.33,1.23264,0.62093,1.0727,0.92291,0.87774,0.9254,0.44662,1.67104,0.66067,1.14628,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,8519.8,1.23369,0.61801,1.07071,0.92264,0.87774,0.92537,0.44688,1.67151,0.66043,1.14597,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,8622.76,1.22304,0.61546,1.06775,0.9225,0.87779,0.92534,0.44719,1.67029,0.66027,1.1453,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,8725.69,1.22626,0.61653,1.06703,0.92213,0.8784,0.92553,0.44822,1.66937,0.65987,1.14458,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,8828.32,1.229,0.61696,1.06839,0.92252,0.87798,0.92542,0.44828,1.6686,0.65978,1.14397,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,8930.97,1.2297,0.61797,1.06931,0.92174,0.87828,0.92571,0.44807,1.66858,0.65954,1.14349,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,9033.69,1.23043,0.61741,1.06894,0.92196,0.87868,0.92588,0.44846,1.66671,0.65912,1.14252,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,9136.53,1.22551,0.61438,1.06624,0.92254,0.87854,0.92579,0.44847,1.66559,0.65873,1.14165,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,9239.06,1.22415,0.61557,1.06965,0.92207,0.87909,0.92616,0.44883,1.66468,0.65819,1.14099,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,9342.01,1.2269,0.61535,1.06346,0.92176,0.87961,0.92604,0.4488,1.66448,0.65791,1.14024,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,9444.83,1.22352,0.61492,1.06686,0.92339,0.87849,0.92587,0.44985,1.6631,0.65739,1.13963,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,9547.56,1.21885,0.61165,1.06285,0.92233,0.87895,0.92584,0.44997,1.66207,0.65728,1.13873,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,9650.4,1.22491,0.6153,1.06648,0.92269,0.87947,0.92629,0.4501,1.66097,0.65722,1.13806,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,9753.36,1.22394,0.61323,1.06429,0.92306,0.87961,0.92639,0.45044,1.65998,0.65678,1.13738,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,9855.92,1.22594,0.61378,1.06503,0.92298,0.87984,0.92639,0.45092,1.65889,0.65683,1.1366,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,9958.51,1.22242,0.61289,1.06436,0.92268,0.88048,0.92634,0.45112,1.65856,0.65652,1.13608,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,10060.8,1.21521,0.60938,1.06143,0.92205,0.88101,0.92647,0.45127,1.65776,0.65643,1.1354,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,10163.5,1.22151,0.61159,1.06392,0.92206,0.88119,0.92639,0.45149,1.65686,0.65581,1.13472,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,10265.9,1.21787,0.61048,1.06168,0.92182,0.88175,0.92655,0.45224,1.65577,0.65515,1.13406,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,10371.5,1.21227,0.60892,1.05913,0.92191,0.88244,0.92709,0.45248,1.6549,0.65474,1.13337,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,10477.7,1.21708,0.61008,1.06123,0.92202,0.88268,0.92727,0.45279,1.65362,0.65453,1.13264,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,10585.4,1.22062,0.61124,1.06245,0.92248,0.88243,0.92717,0.45284,1.65328,0.65405,1.1322,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,10703.5,1.22228,0.61116,1.06167,0.92238,0.88287,0.92744,0.45332,1.65266,0.6538,1.13164,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,10828.7,1.22056,0.60943,1.06238,0.9231,0.88351,0.92795,0.45316,1.6526,0.65321,1.1313,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,10955.1,1.22207,0.61105,1.05978,0.92337,0.88272,0.92776,0.45357,1.65159,0.65298,1.13069,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,11081.5,1.21548,0.60969,1.05817,0.92291,0.88314,0.928,0.45409,1.65058,0.65262,1.13006,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,11206.6,1.21274,0.60617,1.05873,0.92288,0.88407,0.92845,0.45453,1.64915,0.65231,1.12939,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,11331.7,1.21527,0.60727,1.05695,0.92348,0.88361,0.92859,0.45505,1.64788,0.65189,1.1287,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,11456.6,1.21634,0.6085,1.05781,0.92475,0.88426,0.92862,0.45503,1.64799,0.65172,1.12837,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,11570.3,1.21053,0.60517,1.05629,0.92477,0.88463,0.92884,0.45585,1.64758,0.65126,1.128,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,11690.2,1.21295,0.60461,1.0555,0.92594,0.88393,0.92891,0.45577,1.6478,0.65112,1.12776,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,11812.8,1.21248,0.60653,1.05669,0.92639,0.884,0.92899,0.45592,1.64725,0.65067,1.12729,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,11937.3,1.21512,0.60759,1.05927,0.9262,0.88388,0.92889,0.45594,1.64749,0.65068,1.12701,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,12061.5,1.21141,0.60513,1.05546,0.92654,0.88479,0.92956,0.45615,1.64761,0.65059,1.12678,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,12180.6,1.20765,0.60324,1.05582,0.927,0.8837,0.92916,0.45645,1.64761,0.65042,1.12644,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,12299.6,1.21045,0.60446,1.05326,0.92687,0.88388,0.92946,0.45647,1.64681,0.64998,1.12579,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,12425.6,1.20477,0.602,1.05194,0.92733,0.88291,0.92954,0.45671,1.64596,0.64975,1.12532,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,12551.5,1.20722,0.60353,1.05429,0.92817,0.88212,0.92948,0.45657,1.64598,0.6498,1.12508,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,12675.8,1.20651,0.60425,1.05444,0.9279,0.88323,0.9298,0.45662,1.64589,0.64953,1.1248,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,12801.2,1.20942,0.60413,1.05269,0.92896,0.8821,0.92999,0.45718,1.64466,0.64912,1.12423,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,12926.1,1.20573,0.6024,1.05111,0.92886,0.88196,0.92989,0.45718,1.6443,0.64902,1.12383,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,13050.7,1.20479,0.6011,1.0518,0.92898,0.88212,0.93002,0.45741,1.64386,0.64863,1.12344,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,13177.1,1.20822,0.60249,1.05305,0.92889,0.88212,0.92993,0.45716,1.64432,0.64858,1.12328,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,13302.6,1.21098,0.60491,1.0533,0.92857,0.88227,0.93007,0.45735,1.64383,0.64829,1.12277,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,13428.8,1.21059,0.60502,1.05459,0.92916,0.88249,0.93044,0.45736,1.64453,0.64828,1.12277,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,13553,1.2085,0.60193,1.05263,0.92913,0.88256,0.93045,0.45734,1.64493,0.64819,1.12276,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,13676.5,1.2014,0.59942,1.04981,0.92871,0.88286,0.93039,0.45772,1.64354,0.64773,1.12229,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,13800.9,1.20168,0.59977,1.04892,0.92838,0.88344,0.93045,0.45799,1.64203,0.64719,1.12163,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,13924.4,1.20884,0.60164,1.05155,0.92826,0.88356,0.9304,0.45798,1.64188,0.64698,1.12137,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,14048,1.20165,0.5985,1.04893,0.92877,0.88374,0.93065,0.45807,1.64094,0.64635,1.12092,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,14173.1,1.19988,0.5983,1.05046,0.92858,0.8837,0.9307,0.45851,1.64006,0.64599,1.12051,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,14296.7,1.20497,0.60028,1.04863,0.92818,0.88319,0.9304,0.45877,1.63929,0.64562,1.12001,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,14420.1,1.20048,0.59888,1.04851,0.92796,0.88323,0.93058,0.45884,1.63901,0.64569,1.11982,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,14543.7,1.2,0.59732,1.04841,0.9286,0.8833,0.9328,0.45922,1.6384,0.64502,1.11945,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,14667.3,1.19707,0.59765,1.04821,0.92814,0.88328,0.93049,0.45909,1.63843,0.64475,1.11915,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,14790.6,1.1945,0.59668,1.04783,0.92793,0.88293,0.93063,0.45869,1.63933,0.6444,1.11913,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,14914.1,1.19148,0.59325,1.04496,0.92772,0.88314,0.9304,0.45836,1.64007,0.64461,1.1191,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,15037.9,1.19438,0.59576,1.04587,0.92734,0.88277,0.93034,0.45852,1.63993,0.64441,1.11875,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,15161.6,1.1923,0.59422,1.04419,0.92718,0.88407,0.93087,0.45871,1.63902,0.6438,1.11831,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,15285.9,1.20033,0.59872,1.04706,0.92674,0.88445,0.93075,0.45892,1.63857,0.64352,1.11814,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,15410,1.19562,0.59615,1.04697,0.92758,0.88361,0.93091,0.45903,1.63817,0.64333,1.11775,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
