epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,896.222,1.32376,0.63262,1.00636,0.83606,0.70971,0.77137,0.32587,1.89998,0.75802,1.02395,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571
15,957.547,1.3076,0.62606,1.00139,0.83978,0.71954,0.78216,0.33242,1.88207,0.74615,1.01721,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
16,1019.11,1.30412,0.62287,0.99614,0.84131,0.72581,0.78463,0.33512,1.8749,0.74451,1.01542,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
17,1080.57,1.3023,0.62019,0.99389,0.83569,0.72684,0.78506,0.33513,1.86893,0.73953,1.01299,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472
18,1142.14,1.29422,0.6163,0.99355,0.83786,0.7267,0.78407,0.33374,1.87262,0.73911,1.01046,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439
19,1203.54,1.28711,0.60995,0.99063,0.83537,0.73283,0.7876,0.33858,1.85644,0.73565,1.00819,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
20,1265.1,1.28815,0.61111,0.98991,0.84495,0.73493,0.79268,0.34385,1.84344,0.72733,1.00415,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373
21,1326.69,1.27482,0.60368,0.98519,0.84404,0.73439,0.79187,0.34369,1.846,0.72692,1.00415,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
22,1388.13,1.27262,0.6027,0.98525,0.84409,0.73497,0.79189,0.34346,1.84402,0.72444,1.00254,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
23,1449.33,1.27194,0.60075,0.98306,0.84496,0.74135,0.79707,0.34727,1.83421,0.71988,1.00013,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
24,1510.78,1.26632,0.60025,0.9838,0.84527,0.7436,0.79802,0.34833,1.83042,0.71799,1.00082,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241
25,1572.24,1.26773,0.59929,0.98184,0.85025,0.74144,0.80012,0.35119,1.82598,0.71431,0.99912,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
26,1633.83,1.26,0.59558,0.97935,0.84693,0.74492,0.80125,0.3519,1.81956,0.71406,0.99883,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
27,1695.07,1.25659,0.59242,0.97903,0.84628,0.7453,0.8012,0.35068,1.82482,0.71301,0.99824,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,1756.46,1.25463,0.59234,0.98048,0.85133,0.74456,0.80338,0.35156,1.82004,0.71124,0.99788,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,1817.92,1.25453,0.59114,0.97892,0.85225,0.75057,0.80713,0.35403,1.81429,0.70647,0.99675,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,1879.58,1.25103,0.58989,0.97698,0.85582,0.75019,0.80784,0.35541,1.80929,0.70593,0.99461,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,1941.14,1.2423,0.58622,0.97474,0.85315,0.75158,0.80711,0.35702,1.80822,0.70528,0.99427,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,2002.62,1.24265,0.58441,0.97504,0.85389,0.75195,0.8083,0.35885,1.80226,0.70326,0.99299,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,2064.24,1.24552,0.58598,0.97479,0.853,0.75456,0.80835,0.35825,1.80215,0.70277,0.99273,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,2125.57,1.24162,0.58331,0.97423,0.8543,0.7539,0.80843,0.35802,1.80408,0.70147,0.99293,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,2186.79,1.23491,0.58185,0.97277,0.85394,0.75473,0.80986,0.35914,1.80104,0.70128,0.99242,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,2248.28,1.23239,0.58021,0.97353,0.85639,0.75614,0.81052,0.3596,1.8005,0.70053,0.99202,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,2309.8,1.23184,0.57865,0.97157,0.85859,0.75633,0.81156,0.3606,1.7992,0.69899,0.99207,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,2371.38,1.23158,0.57808,0.97119,0.85948,0.75775,0.81246,0.36111,1.79809,0.69843,0.99212,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,2432.69,1.22738,0.57719,0.9709,0.85802,0.75793,0.81214,0.36124,1.79661,0.6974,0.99211,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,2494.06,1.2267,0.57644,0.96906,0.85764,0.75828,0.81458,0.36128,1.79634,0.69684,0.99185,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,2555.37,1.2277,0.57588,0.97096,0.85787,0.75884,0.81561,0.36176,1.79544,0.69668,0.99167,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,2616.94,1.22914,0.57646,0.96858,0.85702,0.76037,0.81564,0.36216,1.79387,0.69624,0.99124,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,2678.34,1.22258,0.57442,0.9667,0.85752,0.7607,0.81616,0.36235,1.79355,0.6962,0.99111,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,2740.16,1.21733,0.57173,0.96751,0.8581,0.75977,0.81656,0.36227,1.79245,0.69536,0.99062,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,2801.61,1.21736,0.57194,0.96785,0.85841,0.76064,0.81707,0.3625,1.7922,0.69519,0.99021,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,2863.14,1.22338,0.57345,0.96821,0.85807,0.76098,0.81749,0.36283,1.79208,0.69464,0.99015,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,2924.43,1.21716,0.5704,0.96753,0.85822,0.76168,0.81757,0.36276,1.7914,0.69431,0.98985,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,2985.85,1.21509,0.57013,0.96674,0.85882,0.7618,0.81827,0.363,1.79077,0.69402,0.98969,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,3047.21,1.21471,0.56801,0.96787,0.85877,0.76168,0.81879,0.36317,1.79082,0.69337,0.98951,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,3108.54,1.2116,0.56743,0.96587,0.85905,0.762,0.81847,0.36335,1.79008,0.69324,0.98936,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,3170.03,1.21265,0.56787,0.96436,0.8601,0.76126,0.81821,0.36383,1.78941,0.69307,0.98923,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,3231.6,1.21343,0.56537,0.96527,0.85979,0.76158,0.81845,0.3641,1.78912,0.69274,0.98904,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,3292.88,1.20906,0.56537,0.96411,0.85953,0.76219,0.8183,0.36431,1.78867,0.6924,0.98896,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,3354.23,1.21026,0.56501,0.96438,0.85814,0.76265,0.81768,0.36432,1.78779,0.69207,0.98882,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,3415.48,1.20904,0.56451,0.96293,0.85871,0.76307,0.81811,0.36474,1.78751,0.69199,0.9887,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,3476.95,1.20945,0.56484,0.96315,0.85847,0.7633,0.81847,0.36465,1.78688,0.6917,0.98843,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,3538.35,1.20339,0.56261,0.96322,0.85773,0.7634,0.81821,0.365,1.78661,0.69172,0.98825,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,3599.89,1.20536,0.56335,0.96296,0.85772,0.76396,0.81845,0.36519,1.78594,0.69119,0.988,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,3661.45,1.20449,0.5621,0.96142,0.85837,0.76405,0.81875,0.36527,1.7853,0.69084,0.98805,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,3722.9,1.19978,0.56024,0.96082,0.85564,0.76598,0.81941,0.36589,1.78391,0.6904,0.9878,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,3784.2,1.20535,0.56241,0.96121,0.85733,0.76513,0.82,0.36608,1.78395,0.68994,0.98758,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,3845.8,1.20466,0.56167,0.96076,0.85859,0.76517,0.82065,0.36659,1.78313,0.68963,0.9873,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,3907.79,1.1991,0.55952,0.96146,0.86035,0.76465,0.82062,0.36645,1.7828,0.68939,0.9871,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,3969.58,1.19732,0.55857,0.95965,0.86165,0.76424,0.82078,0.36648,1.78199,0.68917,0.98694,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,4030.99,1.19671,0.55806,0.9599,0.86069,0.76414,0.82052,0.36664,1.78157,0.68877,0.98677,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,4092.74,1.20341,0.5605,0.96067,0.86145,0.76506,0.8212,0.36706,1.78093,0.68833,0.98662,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,4154.2,1.1953,0.55667,0.9602,0.86246,0.76591,0.82205,0.36726,1.78012,0.68824,0.98659,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,4215.57,1.19322,0.5566,0.95913,0.86264,0.76596,0.82219,0.3677,1.77974,0.68803,0.98642,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,4277.03,1.19238,0.55706,0.95843,0.86416,0.7661,0.82268,0.36796,1.77892,0.68758,0.98625,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,4338.59,1.18898,0.55534,0.9584,0.86524,0.76535,0.8226,0.36784,1.77868,0.68734,0.9861,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,4400.07,1.18966,0.55513,0.9587,0.86556,0.76612,0.82357,0.36849,1.77817,0.68724,0.98589,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,4461.47,1.19265,0.55518,0.95829,0.86496,0.76656,0.82313,0.3688,1.77778,0.68695,0.9858,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,4522.89,1.18879,0.5538,0.95787,0.86619,0.76667,0.823,0.36881,1.77723,0.68653,0.98564,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,4584.33,1.18763,0.55219,0.9557,0.86698,0.76749,0.82367,0.36897,1.77725,0.68657,0.98547,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,4645.74,1.18705,0.55335,0.9577,0.86633,0.768,0.82423,0.36964,1.77637,0.68621,0.98518,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,4707.06,1.19274,0.55557,0.95935,0.86657,0.76782,0.82425,0.36989,1.77588,0.68605,0.98498,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,4768.38,1.18017,0.54866,0.95446,0.86751,0.76853,0.82476,0.37007,1.77498,0.68585,0.98489,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,4829.77,1.18617,0.55244,0.95672,0.86656,0.76975,0.82492,0.36998,1.7747,0.68547,0.98493,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,4891.18,1.18576,0.5509,0.95447,0.86664,0.76893,0.8251,0.37012,1.77417,0.6852,0.9847,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,4952.69,1.18466,0.55104,0.95503,0.86782,0.76945,0.8255,0.37051,1.77352,0.68496,0.98456,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,5013.99,1.18289,0.55053,0.95671,0.86725,0.76983,0.8257,0.37073,1.77298,0.68458,0.98425,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,5075.43,1.18299,0.55005,0.95652,0.86754,0.76972,0.82594,0.37056,1.77241,0.68434,0.98408,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,5136.74,1.18766,0.55084,0.95589,0.86792,0.76986,0.82592,0.37083,1.77208,0.68399,0.98389,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,5198.17,1.18104,0.54907,0.95566,0.8683,0.77048,0.82633,0.37035,1.77113,0.68338,0.98369,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,5259.67,1.18531,0.55004,0.95579,0.86859,0.77098,0.82665,0.37064,1.77104,0.68292,0.98351,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,5321.04,1.17563,0.54628,0.95302,0.86862,0.77084,0.82653,0.37069,1.77034,0.68261,0.98336,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,5382.44,1.17903,0.54712,0.95299,0.86845,0.77053,0.82642,0.37095,1.76938,0.68185,0.98305,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,5443.84,1.17536,0.54463,0.95261,0.86845,0.77066,0.82659,0.37119,1.76893,0.68181,0.98286,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,5505.08,1.17776,0.54596,0.95204,0.86898,0.77052,0.82684,0.37123,1.76823,0.68142,0.98262,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,5566.44,1.17379,0.5441,0.95232,0.86932,0.77033,0.82674,0.37226,1.76744,0.68109,0.98241,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,5627.76,1.17292,0.54432,0.95286,0.86922,0.77175,0.82751,0.37164,1.76734,0.68102,0.98234,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,5689.33,1.17477,0.54415,0.95251,0.87029,0.77107,0.82774,0.37179,1.76661,0.68097,0.98215,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,5750.76,1.17431,0.5439,0.95157,0.86983,0.77103,0.8278,0.37195,1.76679,0.6808,0.982,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,5812.2,1.17099,0.54226,0.95244,0.86976,0.7717,0.82772,0.37191,1.76654,0.68065,0.98186,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,5873.46,1.17713,0.54505,0.95274,0.86955,0.77135,0.8279,0.37179,1.76597,0.6803,0.98178,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,5934.83,1.17313,0.54287,0.95161,0.87016,0.77101,0.82809,0.37242,1.76554,0.67992,0.98169,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,5996.01,1.16773,0.53994,0.94966,0.86904,0.77267,0.82846,0.37221,1.76535,0.67979,0.98161,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,6057.63,1.17589,0.5438,0.95243,0.87003,0.77219,0.82843,0.37243,1.76529,0.67944,0.98155,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,6119.3,1.17556,0.54342,0.95197,0.87074,0.7725,0.82868,0.37259,1.76506,0.67923,0.98145,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,6181.15,1.16748,0.54084,0.95057,0.87001,0.77256,0.82869,0.37252,1.76501,0.67876,0.98122,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,6242.7,1.16851,0.54077,0.95152,0.87023,0.77304,0.82902,0.37283,1.76486,0.67843,0.98113,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,6304.1,1.17027,0.54141,0.95033,0.87034,0.77351,0.83139,0.37324,1.7647,0.67829,0.98099,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,6365.59,1.17378,0.54146,0.95153,0.87057,0.77318,0.82911,0.373,1.76411,0.67787,0.9808,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,6427.2,1.1694,0.54034,0.95046,0.87171,0.77307,0.82943,0.37315,1.76427,0.67755,0.98071,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,6488.45,1.16491,0.53901,0.94972,0.87196,0.77365,0.82956,0.37336,1.76342,0.67733,0.98058,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,6550.06,1.16129,0.53647,0.94973,0.87155,0.77373,0.83171,0.37377,1.76349,0.67739,0.98051,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,6611.49,1.16643,0.54075,0.94973,0.87136,0.774,0.82985,0.37372,1.76335,0.67716,0.98052,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,6673.01,1.16786,0.53932,0.95095,0.87003,0.77512,0.82982,0.37357,1.76345,0.67647,0.98045,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,6734.29,1.1629,0.53696,0.94868,0.86992,0.77545,0.83,0.3735,1.7634,0.67657,0.98037,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,6795.64,1.16543,0.53872,0.95057,0.86999,0.77498,0.83014,0.37389,1.76291,0.67604,0.9802,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,6857.14,1.16015,0.53601,0.94671,0.86793,0.77653,0.83013,0.37429,1.7626,0.67577,0.98011,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,6918.84,1.16113,0.53645,0.94867,0.8686,0.77708,0.8304,0.37448,1.76255,0.67562,0.97999,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,6980.23,1.15974,0.53556,0.94735,0.8695,0.77652,0.83043,0.37456,1.76249,0.67515,0.97996,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,7041.78,1.15986,0.53522,0.94875,0.86915,0.77563,0.83022,0.3747,1.76237,0.67467,0.97986,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,7103.44,1.15765,0.53478,0.94812,0.86952,0.77629,0.83089,0.375,1.76184,0.6744,0.97979,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,7164.87,1.16206,0.53561,0.9492,0.87022,0.77684,0.83335,0.37526,1.76158,0.67431,0.97979,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,7226.21,1.16294,0.53572,0.94749,0.86976,0.77684,0.83347,0.37556,1.76146,0.67426,0.97985,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,7287.58,1.15761,0.53476,0.94636,0.87047,0.77691,0.83364,0.37559,1.76162,0.67395,0.97973,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,7349.28,1.15855,0.53578,0.94776,0.87048,0.77647,0.83354,0.37555,1.76109,0.67341,0.97956,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,7410.89,1.15942,0.53566,0.94904,0.86947,0.7768,0.83326,0.37551,1.76105,0.67333,0.97935,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,7472.53,1.16095,0.53505,0.94758,0.8693,0.77632,0.83351,0.3756,1.76098,0.67284,0.97919,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,7534.26,1.15202,0.53257,0.94663,0.86908,0.77661,0.83332,0.37569,1.76139,0.67266,0.97916,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,7595.98,1.15104,0.52953,0.94565,0.86934,0.77684,0.8335,0.37588,1.76137,0.67254,0.9791,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,7657.44,1.15042,0.53201,0.94755,0.86983,0.77707,0.83397,0.37558,1.76165,0.6723,0.97902,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,7718.71,1.15628,0.53322,0.9476,0.86916,0.77717,0.83173,0.37568,1.76203,0.67213,0.97895,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,7780.08,1.15311,0.53093,0.94624,0.87071,0.7774,0.83409,0.37599,1.76221,0.67214,0.979,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,7841.38,1.15807,0.53202,0.9456,0.8706,0.77731,0.83418,0.37614,1.7624,0.67171,0.97906,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,7902.74,1.14665,0.53019,0.94471,0.87109,0.77745,0.83463,0.3766,1.7623,0.67146,0.97894,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,7964.04,1.15217,0.53051,0.94541,0.87073,0.77717,0.83193,0.37642,1.76223,0.67105,0.97897,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,8025.51,1.15079,0.53114,0.94464,0.87058,0.77671,0.83226,0.37629,1.76194,0.67101,0.97898,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,8086.89,1.14806,0.52901,0.94582,0.87127,0.7761,0.83222,0.37681,1.76186,0.67072,0.97895,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,8148.43,1.14941,0.53008,0.945,0.87047,0.77694,0.83236,0.37726,1.76135,0.67049,0.97892,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,8209.88,1.14985,0.52969,0.94554,0.87077,0.77704,0.83258,0.37745,1.76149,0.67048,0.97887,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,8271.24,1.14959,0.52879,0.94496,0.87102,0.77698,0.83224,0.37727,1.76126,0.67047,0.97884,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,8332.59,1.14768,0.52812,0.94492,0.87135,0.77652,0.83238,0.37739,1.76097,0.67031,0.9788,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,8394.19,1.1515,0.5311,0.94583,0.87199,0.77591,0.83232,0.37731,1.76081,0.67012,0.97877,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,8455.56,1.14819,0.52888,0.9446,0.87165,0.7761,0.83222,0.3775,1.7607,0.67017,0.9787,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,8516.9,1.14285,0.52713,0.94384,0.87142,0.77622,0.83217,0.37758,1.76111,0.66965,0.97873,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,8578.26,1.14377,0.52827,0.9439,0.87317,0.776,0.8325,0.37787,1.76099,0.66956,0.97862,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,8639.85,1.1478,0.52815,0.94278,0.87147,0.7761,0.83251,0.37791,1.76078,0.66906,0.97863,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,8701.15,1.14351,0.52606,0.94273,0.87271,0.776,0.83278,0.37805,1.7608,0.66869,0.97854,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
